query_toks_no_value,question,table name
"['select', 't1', '.', 'owner_id', ',', 't1', '.', 'zip_code', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'join', 'treatments', 'as', 't3', 'on', 't2', '.', 'dog_id', '=', 't3', '.', 'dog_id', 'group', 'by', 't1', '.', 'owner_id', 'order', 'by', 'sum', '(', 't3', '.', 'cost_of_treatment', ')', 'desc', 'limit', 'value']",Find the owner id and zip code of the owner who spent the most money in total for his or her dogs.,"['owners', 'dogs', 'treatments']"
"['select', 't1', '.', 'professional_id', ',', 't1', '.', 'cell_number', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'group', 'by', 't1', '.', 'professional_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Which professionals have done at least two types of treatments? List the professional id and cell phone.,"['professionals', 'treatments']"
"['select', 't1', '.', 'professional_id', ',', 't1', '.', 'cell_number', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'group', 'by', 't1', '.', 'professional_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Find the id and cell phone of the professionals who operate two or more types of treatments.,"['professionals', 'treatments']"
"['select', 'distinct', 't1', '.', 'first_name', ',', 't1', '.', 'last_name', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'where', 'cost_of_treatment', '<', '(', 'select', 'avg', '(', 'cost_of_treatment', ')', 'from', 'treatments', ')']",What are the first name and last name of the professionals who have done treatment with cost below average?,"['professionals', 'treatments', 'treatments']"
"['select', 'distinct', 't1', '.', 'first_name', ',', 't1', '.', 'last_name', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'where', 'cost_of_treatment', '<', '(', 'select', 'avg', '(', 'cost_of_treatment', ')', 'from', 'treatments', ')']",Which professionals have operated a treatment that costs less than the average? Give me theor first names and last names.,"['professionals', 'treatments', 'treatments']"
"['select', 't1', '.', 'date_of_treatment', ',', 't2', '.', 'first_name', 'from', 'treatments', 'as', 't1', 'join', 'professionals', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id']","List the date of each treatment, together with the first name of the professional who operated it.","['treatments', 'professionals']"
"['select', 't1', '.', 'date_of_treatment', ',', 't2', '.', 'first_name', 'from', 'treatments', 'as', 't1', 'join', 'professionals', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id']",What are the date and the operating professional's first name of each treatment?,"['treatments', 'professionals']"
"['select', 't1', '.', 'cost_of_treatment', ',', 't2', '.', 'treatment_type_description', 'from', 'treatments', 'as', 't1', 'join', 'treatment_types', 'as', 't2', 'on', 't1', '.', 'treatment_type_code', '=', 't2', '.', 'treatment_type_code']",List the cost of each treatment and the corresponding treatment type description.,"['treatments', 'treatment_types']"
"['select', 't1', '.', 'cost_of_treatment', ',', 't2', '.', 'treatment_type_description', 'from', 'treatments', 'as', 't1', 'join', 'treatment_types', 'as', 't2', 'on', 't1', '.', 'treatment_type_code', '=', 't2', '.', 'treatment_type_code']",What are the cost and treatment type description of each treatment?,"['treatments', 'treatment_types']"
"['select', 't1', '.', 'first_name', ',', 't1', '.', 'last_name', ',', 't2', '.', 'size_code', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id']","List each owner's first name, last name, and the size of his for her dog.","['owners', 'dogs']"
"['select', 't1', '.', 'first_name', ',', 't1', '.', 'last_name', ',', 't2', '.', 'size_code', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id']","What are each owner's first name, last name, and the size of their dog?","['owners', 'dogs']"
"['select', 't1', '.', 'first_name', ',', 't2', '.', 'name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id']",List pairs of the owner's first name and the dogs's name.,"['owners', 'dogs']"
"['select', 't1', '.', 'first_name', ',', 't2', '.', 'name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id']",What are each owner's first name and their dogs's name?,"['owners', 'dogs']"
"['select', 't1', '.', 'name', ',', 't2', '.', 'date_of_treatment', 'from', 'dogs', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'dog_id', '=', 't2', '.', 'dog_id', 'where', 't1', '.', 'breed_code', '=', '(', 'select', 'breed_code', 'from', 'dogs', 'group', 'by', 'breed_code', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value', ')']",List the names of the dogs of the rarest breed and the treatment dates of them.,"['dogs', 'treatments', 'dogs']"
"['select', 't1', '.', 'name', ',', 't2', '.', 'date_of_treatment', 'from', 'dogs', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'dog_id', '=', 't2', '.', 'dog_id', 'where', 't1', '.', 'breed_code', '=', '(', 'select', 'breed_code', 'from', 'dogs', 'group', 'by', 'breed_code', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value', ')']",Which dogs are of the rarest breed? Show their names and treatment dates.,"['dogs', 'treatments', 'dogs']"
"['select', 't1', '.', 'first_name', ',', 't2', '.', 'name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'where', 't1', '.', 'state', '=', 'value']",Which dogs are owned by someone who lives in Virginia? List the owner's first name and the dog's name.,"['owners', 'dogs']"
"['select', 't1', '.', 'first_name', ',', 't2', '.', 'name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'where', 't1', '.', 'state', '=', 'value']",Find the first names of owners living in Virginia and the names of dogs they own.,"['owners', 'dogs']"
"['select', 'distinct', 't1', '.', 'date_arrived', ',', 't1', '.', 'date_departed', 'from', 'dogs', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'dog_id', '=', 't2', '.', 'dog_id']",What are the arriving date and the departing date of the dogs who have gone through a treatment?,"['dogs', 'treatments']"
"['select', 'distinct', 't1', '.', 'date_arrived', ',', 't1', '.', 'date_departed', 'from', 'dogs', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'dog_id', '=', 't2', '.', 'dog_id']",Find the arriving date and the departing date of the dogs that received a treatment.,"['dogs', 'treatments']"
"['select', 't1', '.', 'last_name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'where', 't2', '.', 'age', '=', '(', 'select', 'max', '(', 'age', ')', 'from', 'dogs', ')']",List the last name of the owner owning the youngest dog.,"['owners', 'dogs', 'dogs']"
"['select', 't1', '.', 'last_name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'where', 't2', '.', 'age', '=', '(', 'select', 'max', '(', 'age', ')', 'from', 'dogs', ')']",Who owns the youngest dog? Give me his or her last name.,"['owners', 'dogs', 'dogs']"
"['select', 'email_address', 'from', 'professionals', 'where', 'state', '=', 'value', 'or', 'state', '=', 'value']",List the emails of the professionals who live in the state of Hawaii or the state of Wisconsin.,['professionals']
"['select', 'email_address', 'from', 'professionals', 'where', 'state', '=', 'value', 'or', 'state', '=', 'value']",What are the emails of the professionals living in either the state of Hawaii or the state of Wisconsin?,['professionals']
"['select', 'date_arrived', ',', 'date_departed', 'from', 'dogs']",What are the arriving date and the departing date of all the dogs?,['dogs']
"['select', 'date_arrived', ',', 'date_departed', 'from', 'dogs']",List the arrival date and the departure date for all the dogs.,['dogs']
"['select', 'count', '(', 'distinct', 'dog_id', ')', 'from', 'treatments']",How many dogs went through any treatments?,['treatments']
"['select', 'count', '(', 'distinct', 'dog_id', ')', 'from', 'treatments']",Count the number of dogs that went through a treatment.,['treatments']
"['select', 'count', '(', 'distinct', 'professional_id', ')', 'from', 'treatments']",How many professionals have performed any treatment to dogs?,['treatments']
"['select', 'count', '(', 'distinct', 'professional_id', ')', 'from', 'treatments']",Find the number of professionals who have ever treated dogs.,['treatments']
"['select', 'role_code', ',', 'street', ',', 'city', ',', 'state', 'from', 'professionals', 'where', 'city', 'like', 'value']","Which professionals live in a city containing the substring 'West'? List his or her role, street, city and state.",['professionals']
"['select', 'role_code', ',', 'street', ',', 'city', ',', 'state', 'from', 'professionals', 'where', 'city', 'like', 'value']","Find the role, street, city and state of the professionals living in a city that contains the substring 'West'.",['professionals']
"['select', 'first_name', ',', 'last_name', ',', 'email_address', 'from', 'owners', 'where', 'state', 'like', 'value']","Which owners live in the state whose name contains the substring 'North'? List his first name, last name and email.",['owners']
"['select', 'first_name', ',', 'last_name', ',', 'email_address', 'from', 'owners', 'where', 'state', 'like', 'value']","Return the first name, last name and email of the owners living in a state whose name contains the substring 'North'.",['owners']
"['select', 'count', '(', '*', ')', 'from', 'dogs', 'where', 'age', '<', '(', 'select', 'avg', '(', 'age', ')', 'from', 'dogs', ')']",How many dogs have an age below the average?,"['dogs', 'dogs']"
"['select', 'count', '(', '*', ')', 'from', 'dogs', 'where', 'age', '<', '(', 'select', 'avg', '(', 'age', ')', 'from', 'dogs', ')']",Count the number of dogs of an age below the average.,"['dogs', 'dogs']"
"['select', 'cost_of_treatment', 'from', 'treatments', 'order', 'by', 'date_of_treatment', 'desc', 'limit', 'value']",How much does the most recent treatment cost?,['treatments']
"['select', 'cost_of_treatment', 'from', 'treatments', 'order', 'by', 'date_of_treatment', 'desc', 'limit', 'value']",Show me the cost of the most recently performed treatment.,['treatments']
"['select', 'count', '(', '*', ')', 'from', 'dogs', 'where', 'dog_id', 'not', 'in', '(', 'select', 'dog_id', 'from', 'treatments', ')']",How many dogs have not gone through any treatment?,"['dogs', 'treatments']"
"['select', 'count', '(', '*', ')', 'from', 'dogs', 'where', 'dog_id', 'not', 'in', '(', 'select', 'dog_id', 'from', 'treatments', ')']",Tell me the number of dogs that have not received any treatment .,"['dogs', 'treatments']"
"['select', 'count', '(', '*', ')', 'from', 'owners', 'where', 'owner_id', 'not', 'in', '(', 'select', 'owner_id', 'from', 'dogs', ')']",How many owners temporarily do not have any dogs?,"['owners', 'dogs']"
"['select', 'count', '(', '*', ')', 'from', 'owners', 'where', 'owner_id', 'not', 'in', '(', 'select', 'owner_id', 'from', 'dogs', ')']",Find the number of owners who do not own any dogs at this moment.,"['owners', 'dogs']"
"['select', 'count', '(', '*', ')', 'from', 'professionals', 'where', 'professional_id', 'not', 'in', '(', 'select', 'professional_id', 'from', 'treatments', ')']",How many professionals did not operate any treatment on dogs?,"['professionals', 'treatments']"
"['select', 'count', '(', '*', ')', 'from', 'professionals', 'where', 'professional_id', 'not', 'in', '(', 'select', 'professional_id', 'from', 'treatments', ')']",Find the number of professionals who have not treated any dogs.,"['professionals', 'treatments']"
"['select', 'name', ',', 'age', ',', 'weight', 'from', 'dogs', 'where', 'abandoned_yn', '=', 'value']","List the dog name, age and weight of the dogs who have been abandoned? 1 stands for yes, and 0 stands for no.",['dogs']
"['select', 'name', ',', 'age', ',', 'weight', 'from', 'dogs', 'where', 'abandoned_yn', '=', 'value']","What are the dog name, age and weight of the dogs that were abandoned? Note that 1 stands for yes, and 0 stands for no in the tables.",['dogs']
"['select', 'avg', '(', 'age', ')', 'from', 'dogs']",What is the average age of all the dogs?,['dogs']
"['select', 'avg', '(', 'age', ')', 'from', 'dogs']",Compute the average age of all the dogs.,['dogs']
"['select', 'max', '(', 'age', ')', 'from', 'dogs']",What is the age of the oldest dog?,['dogs']
"['select', 'max', '(', 'age', ')', 'from', 'dogs']",Tell me the age of the oldest dog.,['dogs']
"['select', 'charge_type', ',', 'charge_amount', 'from', 'charges']",How much does each charge type costs? List both charge type and amount.,['charges']
"['select', 'charge_type', ',', 'charge_amount', 'from', 'charges']",List each charge type and its amount.,['charges']
"['select', 'max', '(', 'charge_amount', ')', 'from', 'charges']",How much does the most expensive charge type costs?,['charges']
"['select', 'max', '(', 'charge_amount', ')', 'from', 'charges']",What is the charge amount of the most expensive charge type?,['charges']
"['select', 'email_address', ',', 'cell_number', ',', 'home_phone', 'from', 'professionals']","List the email, cell phone and home phone of all the professionals.",['professionals']
"['select', 'email_address', ',', 'cell_number', ',', 'home_phone', 'from', 'professionals']","What are the email, cell phone and home phone of each professional?",['professionals']
"['select', 'distinct', 'breed_code', ',', 'size_code', 'from', 'dogs']",What are all the possible breed type and size type combinations?,['dogs']
"['select', 'distinct', 'breed_code', ',', 'size_code', 'from', 'dogs']",Find the distinct breed type and size type combinations for dogs.,['dogs']
"['select', 'distinct', 't1', '.', 'first_name', ',', 't3', '.', 'treatment_type_description', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'join', 'treatment_types', 'as', 't3', 'on', 't2', '.', 'treatment_type_code', '=', 't3', '.', 'treatment_type_code']",List the first name of all the professionals along with the description of the treatment they have done.,"['professionals', 'treatments', 'treatment_types']"
"['select', 'distinct', 't1', '.', 'first_name', ',', 't3', '.', 'treatment_type_description', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'join', 'treatment_types', 'as', 't3', 'on', 't2', '.', 'treatment_type_code', '=', 't3', '.', 'treatment_type_code']",What are each professional's first name and description of the treatment they have performed?,"['professionals', 'treatments', 'treatment_types']"
