Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
chip_model,contextualized,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 10, 13, 14]",precision@5: 1.0,"[[{'corpus_id': 11, 'score': 0.2801152765750885}, {'corpus_id': 12, 'score': 0.27476823329925537}, {'corpus_id': 10, 'score': 0.27021342515945435}, {'corpus_id': 13, 'score': 0.2663039267063141}, {'corpus_id': 14, 'score': 0.24969813227653503}]]",454
Video_Games,contextualized,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[16, 18, 17, 15, 19]",precision@5: 1.0,"[[{'corpus_id': 16, 'score': 0.30641278624534607}, {'corpus_id': 18, 'score': 0.29832637310028076}, {'corpus_id': 17, 'score': 0.28738486766815186}, {'corpus_id': 15, 'score': 0.24164097011089325}, {'corpus_id': 19, 'score': 0.21774503588676453}]]",454
employee,contextualized,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[23, 22, 24, 21, 20]",precision@5: 1.0,"[[{'corpus_id': 23, 'score': 0.28335294127464294}, {'corpus_id': 22, 'score': 0.23866847157478333}, {'corpus_id': 24, 'score': 0.1690434217453003}, {'corpus_id': 21, 'score': 0.1613268107175827}, {'corpus_id': 20, 'score': 0.15720480680465698}]]",454
Addresses,contextualized,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 26, 29]",precision@5: 1.0,"[[{'corpus_id': 28, 'score': 0.23747536540031433}, {'corpus_id': 25, 'score': 0.22670672833919525}, {'corpus_id': 27, 'score': 0.1894167959690094}, {'corpus_id': 26, 'score': 0.1559790074825287}, {'corpus_id': 29, 'score': 0.13576336205005646}]]",454
city,contextualized,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[31, 33, 34, 32, 30]",precision@5: 1.0,"[[{'corpus_id': 31, 'score': 0.4377410411834717}, {'corpus_id': 33, 'score': 0.4011406898498535}, {'corpus_id': 34, 'score': 0.3787529766559601}, {'corpus_id': 32, 'score': 0.3756783902645111}, {'corpus_id': 30, 'score': 0.31626978516578674}]]",454
shop,contextualized,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[36, 35, 37, 38, 245]",precision@5: 0.8,"[[{'corpus_id': 36, 'score': 0.160494863986969}, {'corpus_id': 35, 'score': 0.1551084816455841}, {'corpus_id': 37, 'score': 0.14364929497241974}, {'corpus_id': 38, 'score': 0.13434699177742004}, {'corpus_id': 245, 'score': 0.13347069919109344}]]",454
stadium,contextualized,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[43, 40, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 43, 'score': 0.2772660553455353}, {'corpus_id': 40, 'score': 0.27116647362709045}, {'corpus_id': 41, 'score': 0.26770442724227905}, {'corpus_id': 44, 'score': 0.22268034517765045}, {'corpus_id': 42, 'score': 0.21585506200790405}]]",454
singer,contextualized,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.3428504467010498}, {'corpus_id': 48, 'score': 0.2959024906158447}, {'corpus_id': 49, 'score': 0.2857814431190491}, {'corpus_id': 46, 'score': 0.27713629603385925}, {'corpus_id': 47, 'score': 0.2558969557285309}]]",454
station_bike,contextualized,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 53, 54, 51, 50]",precision@5: 1.0,"[[{'corpus_id': 52, 'score': 0.26154541969299316}, {'corpus_id': 53, 'score': 0.24545004963874817}, {'corpus_id': 54, 'score': 0.23796890676021576}, {'corpus_id': 51, 'score': 0.22392791509628296}, {'corpus_id': 50, 'score': 0.21745885908603668}]]",454
matches,contextualized,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[59, 58, 56, 55, 159]",precision@5: 0.8,"[[{'corpus_id': 59, 'score': 0.14074239134788513}, {'corpus_id': 58, 'score': 0.13086912035942078}, {'corpus_id': 56, 'score': 0.12362327426671982}, {'corpus_id': 55, 'score': 0.1223645955324173}, {'corpus_id': 159, 'score': 0.11860622465610504}]]",454
station_train,contextualized,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[61, 60, 62, 64, 63]",precision@5: 1.0,"[[{'corpus_id': 61, 'score': 0.2791301906108856}, {'corpus_id': 60, 'score': 0.27883198857307434}, {'corpus_id': 62, 'score': 0.270671010017395}, {'corpus_id': 64, 'score': 0.2488960176706314}, {'corpus_id': 63, 'score': 0.23937851190567017}]]",454
artist,contextualized,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 67, 65, 66]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.2939392328262329}, {'corpus_id': 68, 'score': 0.2622922360897064}, {'corpus_id': 67, 'score': 0.24819859862327576}, {'corpus_id': 65, 'score': 0.2422960102558136}, {'corpus_id': 66, 'score': 0.23233936727046967}]]",454
school,contextualized,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[73, 72, 70, 74, 71]",precision@5: 1.0,"[[{'corpus_id': 73, 'score': 0.36502358317375183}, {'corpus_id': 72, 'score': 0.33049893379211426}, {'corpus_id': 70, 'score': 0.3217255771160126}, {'corpus_id': 74, 'score': 0.31106629967689514}, {'corpus_id': 71, 'score': 0.2891179025173187}]]",454
book_club,contextualized,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 75, 78]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.2799314856529236}, {'corpus_id': 76, 'score': 0.2700061500072479}, {'corpus_id': 79, 'score': 0.2525424063205719}, {'corpus_id': 75, 'score': 0.24219049513339996}, {'corpus_id': 78, 'score': 0.2091722935438156}]]",454
Staff,contextualized,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 82, 81, 83, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.30161944031715393}, {'corpus_id': 82, 'score': 0.29489755630493164}, {'corpus_id': 81, 'score': 0.20870038866996765}, {'corpus_id': 83, 'score': 0.20519115030765533}, {'corpus_id': 80, 'score': 0.1913677453994751}]]",454
Products,contextualized,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 89, 88, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.24288365244865417}, {'corpus_id': 89, 'score': 0.18829940259456635}, {'corpus_id': 88, 'score': 0.18385328352451324}, {'corpus_id': 87, 'score': 0.17055769264698029}, {'corpus_id': 86, 'score': 0.15955884754657745}]]",454
Addresses_customers,contextualized,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 92, 27, 29]",precision@5: 0.4,"[[{'corpus_id': 91, 'score': 0.1594051569700241}, {'corpus_id': 97, 'score': 0.15456250309944153}, {'corpus_id': 92, 'score': 0.13540995121002197}, {'corpus_id': 27, 'score': 0.13177597522735596}, {'corpus_id': 29, 'score': 0.1190650686621666}]]",454
Customers,contextualized,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 92, 82]",precision@5: 0.6,"[[{'corpus_id': 96, 'score': 0.29534491896629333}, {'corpus_id': 95, 'score': 0.2159062623977661}, {'corpus_id': 97, 'score': 0.19874022901058197}, {'corpus_id': 92, 'score': 0.10894284397363663}, {'corpus_id': 82, 'score': 0.10313474386930466}]]",454
Physician,contextualized,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[203, 202, 204, 201, 200]",precision@5: 1.0,"[[{'corpus_id': 203, 'score': 0.2394442856311798}, {'corpus_id': 202, 'score': 0.21762436628341675}, {'corpus_id': 204, 'score': 0.20923003554344177}, {'corpus_id': 201, 'score': 0.20672346651554108}, {'corpus_id': 200, 'score': 0.15645834803581238}]]",454
Movie,contextualized,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 206, 209, 205]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.3298002779483795}, {'corpus_id': 208, 'score': 0.2940525710582733}, {'corpus_id': 206, 'score': 0.2486649453639984}, {'corpus_id': 209, 'score': 0.2328924536705017}, {'corpus_id': 205, 'score': 0.23191095888614655}]]",454
film,contextualized,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 212, 214, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.4016703963279724}, {'corpus_id': 212, 'score': 0.3764418959617615}, {'corpus_id': 214, 'score': 0.37121856212615967}, {'corpus_id': 210, 'score': 0.36746785044670105}, {'corpus_id': 213, 'score': 0.3326324224472046}]]",454
films,contextualized,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[217, 219, 215, 216, 218]",precision@5: 1.0,"[[{'corpus_id': 217, 'score': 0.2949657440185547}, {'corpus_id': 219, 'score': 0.2773345410823822}, {'corpus_id': 215, 'score': 0.25659969449043274}, {'corpus_id': 216, 'score': 0.2514149248600006}, {'corpus_id': 218, 'score': 0.22898626327514648}]]",454
medicine,contextualized,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[224, 223, 222, 221, 220]",precision@5: 1.0,"[[{'corpus_id': 224, 'score': 0.22590471804141998}, {'corpus_id': 223, 'score': 0.1834498643875122}, {'corpus_id': 222, 'score': 0.15756560862064362}, {'corpus_id': 221, 'score': 0.15281495451927185}, {'corpus_id': 220, 'score': 0.12424501776695251}]]",454
party,contextualized,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 227, 229, 226, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.3586544394493103}, {'corpus_id': 227, 'score': 0.3257295489311218}, {'corpus_id': 229, 'score': 0.3146112859249115}, {'corpus_id': 226, 'score': 0.30690130591392517}, {'corpus_id': 228, 'score': 0.27593880891799927}]]",454
region,contextualized,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 232, 233, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.4333389401435852}, {'corpus_id': 232, 'score': 0.38110917806625366}, {'corpus_id': 233, 'score': 0.34836024045944214}, {'corpus_id': 234, 'score': 0.31248101592063904}, {'corpus_id': 231, 'score': 0.2812434732913971}]]",454
Student,contextualized,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[235, 238, 239, 333, 332]",precision@5: 0.6,"[[{'corpus_id': 235, 'score': 0.1737544685602188}, {'corpus_id': 238, 'score': 0.17361055314540863}, {'corpus_id': 239, 'score': 0.1723480075597763}, {'corpus_id': 333, 'score': 0.16406938433647156}, {'corpus_id': 332, 'score': 0.16295839846134186}]]",454
list,contextualized,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 245, 240, 248, 247]",precision@5: 0.4,"[[{'corpus_id': 241, 'score': 0.1759984940290451}, {'corpus_id': 245, 'score': 0.16691593825817108}, {'corpus_id': 240, 'score': 0.16330136358737946}, {'corpus_id': 248, 'score': 0.13255934417247772}, {'corpus_id': 247, 'score': 0.11962518095970154}]]",454
teachers,contextualized,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[245, 248, 247, 246, 249]",precision@5: 1.0,"[[{'corpus_id': 245, 'score': 0.20017921924591064}, {'corpus_id': 248, 'score': 0.19545894861221313}, {'corpus_id': 247, 'score': 0.15647506713867188}, {'corpus_id': 246, 'score': 0.1358054131269455}, {'corpus_id': 249, 'score': 0.11233684420585632}]]",454
drivers,contextualized,5,"Index([336, 337, 338, 339, 358], dtype='int64')","[338, 339, 358, 343, 390]",precision@5: 0.6,"[[{'corpus_id': 338, 'score': 0.18186064064502716}, {'corpus_id': 339, 'score': 0.1597306877374649}, {'corpus_id': 358, 'score': 0.12671500444412231}, {'corpus_id': 343, 'score': 0.12592282891273499}, {'corpus_id': 390, 'score': 0.12482786178588867}]]",454
circuits,contextualized,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[394, 340, 341, 342, 386]",precision@5: 0.6,"[[{'corpus_id': 394, 'score': 0.13508857786655426}, {'corpus_id': 340, 'score': 0.13386477530002594}, {'corpus_id': 341, 'score': 0.12991470098495483}, {'corpus_id': 342, 'score': 0.12645238637924194}, {'corpus_id': 386, 'score': 0.11641091108322144}]]",454
constructors,contextualized,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[345, 347, 348, 349, 346]",precision@5: 1.0,"[[{'corpus_id': 345, 'score': 0.2650717496871948}, {'corpus_id': 347, 'score': 0.25036826729774475}, {'corpus_id': 348, 'score': 0.23524832725524902}, {'corpus_id': 349, 'score': 0.20817814767360687}, {'corpus_id': 346, 'score': 0.2053695023059845}]]",454
user_reviews,contextualized,5,"Index([350, 351, 352, 353, 354], dtype='int64')","[401, 350, 354, 245, 352]",precision@5: 0.6,"[[{'corpus_id': 401, 'score': 0.15248501300811768}, {'corpus_id': 350, 'score': 0.13542205095291138}, {'corpus_id': 354, 'score': 0.13388265669345856}, {'corpus_id': 245, 'score': 0.10567685216665268}, {'corpus_id': 352, 'score': 0.09938087314367294}]]",454
customers,contextualized,5,"Index([355, 356, 357, 359, 360], dtype='int64')","[97, 405, 98, 96, 99]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.1130354031920433}, {'corpus_id': 405, 'score': 0.08932216465473175}, {'corpus_id': 98, 'score': 0.08859632164239883}, {'corpus_id': 96, 'score': 0.08681801706552505}, {'corpus_id': 99, 'score': 0.08507127314805984}]]",454
rootbeerbrand,contextualized,5,"Index([361, 362, 363, 364, 365], dtype='int64')","[364, 365, 362, 361, 360]",precision@5: 0.8,"[[{'corpus_id': 364, 'score': 0.2801920771598816}, {'corpus_id': 365, 'score': 0.27618202567100525}, {'corpus_id': 362, 'score': 0.2602579593658447}, {'corpus_id': 361, 'score': 0.2185707986354828}, {'corpus_id': 360, 'score': 0.19085700809955597}]]",454
publisher,contextualized,5,"Index([366, 367, 368, 369, 382], dtype='int64')","[370, 377, 371, 405, 245]",precision@5: 0.0,"[[{'corpus_id': 370, 'score': 0.15246659517288208}, {'corpus_id': 377, 'score': 0.12293495237827301}, {'corpus_id': 371, 'score': 0.11911093443632126}, {'corpus_id': 405, 'score': 0.11299148201942444}, {'corpus_id': 245, 'score': 0.1118772029876709}]]",454
author,contextualized,5,"Index([370, 371, 372, 373, 383], dtype='int64')","[370, 405, 245, 97, 219]",precision@5: 0.2,"[[{'corpus_id': 370, 'score': 0.12024074792861938}, {'corpus_id': 405, 'score': 0.11325521022081375}, {'corpus_id': 245, 'score': 0.10500427335500717}, {'corpus_id': 97, 'score': 0.0976341962814331}, {'corpus_id': 219, 'score': 0.08786696195602417}]]",454
customer,contextualized,5,"Index([374, 375, 376, 377, 384], dtype='int64')","[97, 96, 405, 193, 245]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.09644995629787445}, {'corpus_id': 96, 'score': 0.09559608995914459}, {'corpus_id': 405, 'score': 0.09470497816801071}, {'corpus_id': 193, 'score': 0.09425339847803116}, {'corpus_id': 245, 'score': 0.09304627031087875}]]",454
businesses,contextualized,5,"Index([378, 379, 380, 381, 385], dtype='int64')","[378, 379, 385, 380, 381]",precision@5: 1.0,"[[{'corpus_id': 378, 'score': 0.15965281426906586}, {'corpus_id': 379, 'score': 0.15857262909412384}, {'corpus_id': 385, 'score': 0.1441551297903061}, {'corpus_id': 380, 'score': 0.13453829288482666}, {'corpus_id': 381, 'score': 0.12489388138055801}]]",454
AllotropesCarbon,contextualized,1,"Index([406], dtype='int64')",[406],precision@1: 1.0,"[[{'corpus_id': 406, 'score': 0.3020627498626709}]]",454
AluminiumAluminium,contextualized,1,"Index([424], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.15694600343704224}]]",454
Apollo_11,contextualized,1,"Index([], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.29701653122901917}]]",454
Automatic speech recognitionDeep learning,contextualized,1,"Index([445], dtype='int64')",[245],precision@1: 0.0,"[[{'corpus_id': 245, 'score': 0.10904953628778458}]]",454
Bluetooth device power by class Bluetooth,contextualized,1,"Index([427], dtype='int64')",[427],precision@1: 1.0,"[[{'corpus_id': 427, 'score': 0.1375426948070526}]]",454
Chlorine oxoacids and oxyanionsChlorine,contextualized,1,"Index([439], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.14754275977611542}]]",454
Clubs relegated from Série ACampeonato Brasileiro Série A,contextualized,1,"Index([402], dtype='int64')",[245],precision@1: 0.0,"[[{'corpus_id': 245, 'score': 0.12075222283601761}]]",454
Common purposesDam,contextualized,1,"Index([449], dtype='int64')",[449],precision@1: 1.0,"[[{'corpus_id': 449, 'score': 0.20590370893478394}]]",454
Comparison of motor types Electric motor,contextualized,1,"Index([446], dtype='int64')",[446],precision@1: 1.0,"[[{'corpus_id': 446, 'score': 0.1707308143377304}]]",454
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",contextualized,1,"Index([404], dtype='int64')",[404],precision@1: 1.0,"[[{'corpus_id': 404, 'score': 0.16807423532009125}]]",454
Currently docked_berthedInternational Space Station,contextualized,1,"Index([410], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.11233464628458023}]]",454
Current squadBrazil national football team,contextualized,1,"Index([403], dtype='int64')",[301],precision@1: 0.0,"[[{'corpus_id': 301, 'score': 0.10049258172512054}]]",454
Decay modes in NUBASE2020[30] Radioactive decay,contextualized,1,"Index([434], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1391892284154892}]]",454
Electromagnetic radiation interaction with matter Electromagnetic spectrum,contextualized,1,"Index([420], dtype='int64')",[420],precision@1: 1.0,"[[{'corpus_id': 420, 'score': 0.196346253156662}]]",454
Electron configurationsPeriodic table,contextualized,1,"Index([405], dtype='int64')",[405],precision@1: 1.0,"[[{'corpus_id': 405, 'score': 0.12370769679546356}]]",454
Elementary Particles Particle physics,contextualized,1,"Index([448], dtype='int64')",[448],precision@1: 1.0,"[[{'corpus_id': 448, 'score': 0.17395848035812378}]]",454
Energetics of supernovae Supernova,contextualized,1,"Index([442], dtype='int64')",[442],precision@1: 1.0,"[[{'corpus_id': 442, 'score': 0.1250707358121872}]]",454
Fuel use in vehicle designs Electric vehicle,contextualized,1,"Index([436], dtype='int64')",[436],precision@1: 1.0,"[[{'corpus_id': 436, 'score': 0.21042610704898834}]]",454
Genetic testingCancer,contextualized,1,"Index([430], dtype='int64')",[245],precision@1: 0.0,"[[{'corpus_id': 245, 'score': 0.11690620332956314}]]",454
Genomic diversity among viruses Virus,contextualized,1,"Index([416], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.12310397624969482}]]",454
GoldGold,contextualized,1,"Index([422], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.12956328690052032}]]",454
GPS message format Global Positioning System,contextualized,1,"Index([450], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.11985588073730469}]]",454
HeliumHelium,contextualized,1,"Index([425], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.13191795349121094}]]",454
Interactions of thermodynamic systems Thermodynamics,contextualized,1,"Index([433], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1234872043132782}]]",454
